i_title,i_id,plot,images
Frankenstein,tt0021884,Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.,"['https://imdb-api.com/images/original/MV5BMTAxOTMxMDg4MzReQTJeQWpwZ15BbWU4MDYxNTE1MTUz._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkyNzEzMTMyMF5BMl5BanBnXkFtZTgwNDg2Njc5MTE@._V1_Ratio1.2800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIxNjQzMTUwNF5BMl5BanBnXkFtZTgwNTg2Njc5MTE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc0OTIxNzY0MV5BMl5BanBnXkFtZTgwNjg2Njc5MTE@._V1_Ratio1.0000_AL_.jpg']"
Victor Frankenstein,tt1976009,"James McAvoy and Daniel Radcliffe star in a dynamic and thrilling twist on a legendary tale. Radical scientist Victor Frankenstein (McAvoy) and his equally brilliant protégé Igor Strausman (Radcliffe) share a noble vision of aiding humanity through their groundbreaking research into immortality. But Victor's experiments go too far, and his obsession has horrifying consequences. Only Igor can bring his friend back from the brink of madness and save him from his monstrous creation.","['https://imdb-api.com/images/original/MV5BMjA3NTMwMDQ2OV5BMl5BanBnXkFtZTgwNDYwNjA0NzE@._V1_Ratio1.3400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIwMDkzMzE2NF5BMl5BanBnXkFtZTgwMTUwNjA0NzE@._V1_Ratio1.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc5MjEzMTI0NF5BMl5BanBnXkFtZTgwNTUwNjA0NzE@._V1_Ratio1.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc4OTYwODI4Nl5BMl5BanBnXkFtZTgwMzUwNjA0NzE@._V1_Ratio1.3800_AL_.jpg']"
Frankenstein,tt0021884,Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.,"['https://imdb-api.com/images/original/MV5BMTAxOTMxMDg4MzReQTJeQWpwZ15BbWU4MDYxNTE1MTUz._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkyNzEzMTMyMF5BMl5BanBnXkFtZTgwNDg2Njc5MTE@._V1_Ratio1.2800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIxNjQzMTUwNF5BMl5BanBnXkFtZTgwNTg2Njc5MTE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc0OTIxNzY0MV5BMl5BanBnXkFtZTgwNjg2Njc5MTE@._V1_Ratio1.0000_AL_.jpg']"
Mary Shelley's Frankenstein,tt0109836,"In 1794, in the Arctic Sea, Captain Robert Walton is a man obsessed to reach the North Pole, pushing his crew to exhaustion. When his ship hits an iceberg, it is stranded in the ice. Out of the blue, Captain Walton and his men overhear a dreadful cry and they see a stranger coming to the ship. He introduces himself as Victor Frankenstein and he tells the Captain the story of his life since he was a little boy in Geneva. Victor is a barilliant student, and in love with his stepsister Elizabeth, an orphan that was raised by his father Baron Victor von Frankenstein. In 1793, Victor moves to Ingolstadt to study at the university, and he promises to get married to Elizabeth. At the university, Victor befriends Henry Clerval, who becomes his best friend. Victor gets close to Professor Waldman and decides to create life to cheat death, but Waldman advises him that he should not try this experiment, since the result would be an abomination. When Waldman dies, Victor steals his notes and tries to create life. He succeeds and gives life to a strong Creature, composed of parts of deceased people. However, he realizes that his experiment is a mistake and he abandons the Creature, expecting that it will die alone. However the Creature survives and learns how to read and write, but he is a monster rejected by society and his own creator. The Creature decides to seek revenge from Victor by killing everyone he loves.","['https://imdb-api.com/images/original/MV5BMjA1NTc5MDExMV5BMl5BanBnXkFtZTcwMDMxNTkyNA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI0Nzk2MDUyNV5BMl5BanBnXkFtZTcwMTMxNTkyNA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODA4ODk2MDk2OF5BMl5BanBnXkFtZTcwMzMxNTkyNA@@._V1_Ratio1.2800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ0NjY0NTQ3MV5BMl5BanBnXkFtZTcwNzY2NTgwMw@@._V1_Ratio1.0000_AL_.jpg']"
Annihilation,tt2798920,"A biologist's husband disappears. She puts her name forward for an expedition into an environmental disaster zone, but does not find what she's expecting. The expedition team is made up of the biologist, an anthropologist, a psychologist, a surveyor, and a linguist.","['https://imdb-api.com/images/original/MV5BNzk0NTA1NzkwM15BMl5BanBnXkFtZTgwNDcwOTc3NDM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI2Mzk1MjA2NV5BMl5BanBnXkFtZTgwNjcwOTc3NDM@._V1_Ratio1.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTA0NzUyNDA0OTleQTJeQWpwZ15BbWU4MDg3MDk3NzQz._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjM3OTE4NjU4Nl5BMl5BanBnXkFtZTgwOTcwOTc3NDM@._V1_Ratio1.5000_AL_.jpg']"
Cloud Atlas,tt1371111,"Everything is connected: an 1849 diary of an ocean voyage across the Pacific, letters from a composer to his lover, a thriller about a conspiracy at a nuclear power plant, a farce about a publisher in a nursing home;, a rebellious clone in futuristic Korea, and the tale of a tribe living on post-apocalyptic Hawaii far in the future.","['https://imdb-api.com/images/original/MV5BMTg1NjQ5OTIwNV5BMl5BanBnXkFtZTcwNDY3MTA2OA@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg4NjQ5NzUwN15BMl5BanBnXkFtZTcwNjY3MTA2OA@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY3MDUyMDYxOF5BMl5BanBnXkFtZTcwNzY3MTA2OA@@._V1_Ratio1.6200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM1OTI4ODgxMV5BMl5BanBnXkFtZTcwODY3MTA2OA@@._V1_Ratio2.4000_AL_.jpg']"
The City of Lost Children,tt0112682,"Set in a dystopian society, someone is kidnapping the children. Krank and his band of clones are using the children to harvest their dreams. Then they kidnap Denree, the brother of One, a fairground strongman. One sets out to find his brother.","['https://imdb-api.com/images/original/MV5BMmJlMjBhN2MtMTRlZC00MTI3LWEzM2EtNDU2MjY2ZGY5OTQ4XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZGM4MjU0ZTEtMjBmMS00OTFiLWEyZWUtNjhkOTJkMGQ5OWFkXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg1OTk5OTM5Nl5BMl5BanBnXkFtZTcwNjM5MzI4OA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg2MDkyMDkzOF5BMl5BanBnXkFtZTcwNDM3Njk4Ng@@._V1_Ratio1.0000_AL_.jpg']"
Inception,tt1375666,"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb&#39;s rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible, inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea, but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming.","['https://imdb-api.com/images/original/MV5BMjIyNjk1OTgzNV5BMl5BanBnXkFtZTcwOTU0OTk1Mw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjMxNjI1Mjc1OV5BMl5BanBnXkFtZTcwMDY0OTk1Mw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk1NDM4MDMwMF5BMl5BanBnXkFtZTcwMjY0OTk1Mw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY3MzMzMDgyMF5BMl5BanBnXkFtZTcwMzY0OTk1Mw@@._V1_Ratio1.5000_AL_.jpg']"
District 9,tt1136608,"In 1982, a massive star ship bearing a bedraggled alien population, nicknamed ""The Prawns,"" appeared over Johannesburg, South Africa. Twenty-eight years later, the initial welcome by the human population has faded. The refugee camp where the aliens were located has deteriorated into a militarized ghetto called District 9, where they are confined and exploited in squalor. In 2010, the munitions corporation, Multi-National United, is contracted to forcibly evict the population with operative Wikus van der Merwe in charge. In this operation, Wikus is exposed to a strange alien chemical and must rely on the help of his only two new 'Prawn' friends.","['https://imdb-api.com/images/original/MV5BMTk1MzUxMzM5Ml5BMl5BanBnXkFtZTcwNjE3MzQ3Mg@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkwODQ4ODI5OF5BMl5BanBnXkFtZTcwNzE3MzQ3Mg@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjAwOTM4MDIxMF5BMl5BanBnXkFtZTcwODE3MzQ3Mg@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI1ODk5NjQ0OF5BMl5BanBnXkFtZTcwOTE3MzQ3Mg@@._V1_Ratio1.7800_AL_.jpg']"
Minority Report,tt0181689,"In the year 2054 A.D. crime is virtually eliminated from Washington D.C. thanks to an elite law enforcing squad ""Precrime"". They use three gifted humans (called ""Pre-Cogs"") with special powers to see into the future and predict crimes beforehand. John Anderton heads Precrime and believes the system's flawlessness steadfastly. However one day the Pre-Cogs predict that Anderton will commit a murder himself in the next 36 hours. Worse, Anderton doesn't even know the victim. He decides to get to the mystery's core by finding out the 'minority report' which means the prediction of the female Pre-Cog Agatha that ""might"" tell a different story and prove Anderton innocent.","['https://imdb-api.com/images/original/MV5BMTkwNjM2MzI3N15BMl5BanBnXkFtZTcwNzIyOTAzMw@@._V1_Ratio1.6600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg0MDA4MjE3NF5BMl5BanBnXkFtZTcwODIyOTAzMw@@._V1_Ratio1.6200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE3NzgyMzY0N15BMl5BanBnXkFtZTcwOTIyOTAzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY3MTAwNDk5NF5BMl5BanBnXkFtZTcwMDMyOTAzMw@@._V1_Ratio1.0000_AL_.jpg']"
"I, Robot",tt0343818,"In 2035, techno-phobic homicide detective Del Spooner of the Chicago PD heads the investigation of the apparent suicide of leading robotics scientist, Dr. Alfred Lanning. Unconvinced of the motive, Spooner's investigation into Lanning's death reveals a trail of secrets and agendas within the USR (United States Robotics) corporation and suspicions of murder. Little does he know that his investigation would lead to uncovering a larger threat to humanity.","['https://imdb-api.com/images/original/MV5BMjM4Mjc2MzU3MF5BMl5BanBnXkFtZTgwNjYwMDIwMjE@._V1_Ratio1.8000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk1MTY4ODcyNF5BMl5BanBnXkFtZTgwNTYwMDIwMjE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjMxNTUyNTAyOV5BMl5BanBnXkFtZTgwNzYwMDIwMjE@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ2MzUxMDQ2N15BMl5BanBnXkFtZTgwODYwMDIwMjE@._V1_Ratio1.7600_AL_.jpg']"
Empire of the Wolves,tt0402158,"Suffering from terrifying hallucinations and alarmingly frequent incidents of amnesia, Anna Heymes, the troubled wife of a French civil servant, finds it increasingly difficult to remember the face of her husband. In the meantime, as the third mutilated body of a Turkish woman emerges from the dark Parisian sewers, the young chief of the investigation, Paul Nerteaux, enlists the help of the dishonoured former detective, Jean-Louis Schiffer. Now, Schiffer's brutal methods, along with his profound experience, are Paul's last hope to shed light on this intricate case. Can they find who is behind the gruesome murders before it's too late?","['https://imdb-api.com/images/original/MV5BMTYwNDM1MTY4MF5BMl5BanBnXkFtZTgwNzYyOTkwMzE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA4MzMyNjEyNV5BMl5BanBnXkFtZTcwMjExNTgzMg@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI4MDkxMjc3M15BMl5BanBnXkFtZTcwMzExNTgzMg@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI0MTk1NDg0NF5BMl5BanBnXkFtZTcwOTAxNTgzMg@@._V1_Ratio1.0000_AL_.jpg']"
The Cell,tt0209958,"Catharine Deane is a psychotherapist who is part of a revolutionary new treatment which allows her mind to literally enter the mind of her patients. Her experience in this method takes an unexpected turn when an F.B.I. Agent comes to ask for a desperate favor. They had just tracked down a notorious serial killer, Carl Stargher, whose method of operation is to abduct women one at a time and place them in a secret area where they are kept for about forty hours until they are slowly drowned. Unfortunately, the killer has fallen into an irreversible coma which means he cannot confess where he has taken his latest victim before she dies. Now, Catherine Deane must race against time to explore the twisted mind of the killer to get the information she needs, but Stargher's damaged personality poses dangers that threaten to overwhelm her.","['https://imdb-api.com/images/original/MV5BMjE5NTA5MzgwN15BMl5BanBnXkFtZTcwMDA1MDQ1NA@@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY4Mjg2ODk1OF5BMl5BanBnXkFtZTcwMTA1MDQ1NA@@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIwNTAwNjM2NV5BMl5BanBnXkFtZTcwMjA1MDQ1NA@@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgxNzEzODE4N15BMl5BanBnXkFtZTcwMzA1MDQ1NA@@._V1_Ratio1.5000_AL_.jpg']"
The Thirteenth Floor,tt0139809,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in the computer generated parallel world his company has created (which looks like the 30's with seemingly real people with real emotions). Fuller is murdered in our real world the same night, and his colleague is suspected. Douglas discovers a bloody shirt in his bathroom and he cannot recall what he was doing the night Fuller was murdered. He logs into the system in order to find the letter, but has to confront the unexpected. The truth is harsher than he could ever imagine...","['https://imdb-api.com/images/original/MV5BMTYxOTA1MjkwMF5BMl5BanBnXkFtZTYwNDQ5ODM3._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU2ODYzMjcyOF5BMl5BanBnXkFtZTYwODQ5ODM3._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE5MDQxOTY3Nl5BMl5BanBnXkFtZTYwMTU5ODM3._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY5MzYwNTMyN15BMl5BanBnXkFtZTYwMzU5ODM3._V1_Ratio1.4600_AL_.jpg']"
Brainstorm,tt0085271,"Brilliant researchers Lillian Reynolds and Michael Brace have developed a system of recording and playing back actual experiences of people. Once the capability of tapping into ""higher brain functions"" is added in, and you can literally jump into someone else's head and play back recordings of what he or she was thinking, feeling, seeing, etc., at the time of the recording, the applications for the project quickly spiral out of control. While Michael Brace uses the system to become close again to Karen Brace, his estranged wife who also works on the project, others start abusing it for intense sexual experiences and other logical but morally questionable purposes. The government tries to kick Michael and Lillian off the project once the vast military potential of the technology is discovered. It soon becomes obvious that the government is interested in more than just missile guidance systems. The lab starts producing mind torture recordings and other psychosis inducing material. When ...","['https://imdb-api.com/images/original/MV5BMTg0MDc1MzIwN15BMl5BanBnXkFtZTYwNzcxNzQ2._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg0MTYxNjI3NF5BMl5BanBnXkFtZTYwNTcxNzQ2._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE0ODcwNzA0NV5BMl5BanBnXkFtZTcwMTYxNTYyMg@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA1NTU0NTI5M15BMl5BanBnXkFtZTYwNTQyMTk4._V1_Ratio1.0000_AL_.jpg']"
The Man from Earth,tt0756683,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,"['https://imdb-api.com/images/original/MV5BMTY3NzMyOTgxMV5BMl5BanBnXkFtZTcwMTI1NTg0Nw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQyMDI0MDM5MF5BMl5BanBnXkFtZTcwMjI1NTg0Nw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNzgzMjMyMTYwOV5BMl5BanBnXkFtZTcwMzI1NTg0Nw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM4MTUzNzU4Ml5BMl5BanBnXkFtZTcwNDI1NTg0Nw@@._V1_Ratio1.5000_AL_.jpg']"
Android Apocalypse,tt0470023,"In an age when Machines dominate the world, the fate of man rests in the hands of an outlaw and an android.","['https://imdb-api.com/images/original/MV5BMTQ1NTQ4MDEwMl5BMl5BanBnXkFtZTgwMzQ0MDAxMzE@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNTEzMzMzNDM4Nl5BMl5BanBnXkFtZTcwNjk5NzQ0MQ@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZDdmYzJiZDEtMmRmYi00OTdhLWE1NTUtNTU4MjRmYTI5YzhhXkEyXkFqcGdeQXVyNDQ4NjQxNA@@._V1_Ratio1.6200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjNiYjg3MzMtZTE2YS00Nzk5LTk2YzItYjdhMTRhYTc1NGI3XkEyXkFqcGdeQXVyNDQ4NjQxNA@@._V1_Ratio1.6800_AL_.jpg']"
Metropolis,tt0017136,"Sometime in the future, the city of Metropolis is home to a Utopian society where its wealthy residents live a carefree life. One of those is Freder Fredersen. One day, he spots a beautiful woman with a group of children, she and the children quickly disappear. Trying to follow her, he is horrified to find an underground world of workers who apparently run the machinery that keeps the Utopian world above ground functioning. One of the few people above ground who knows about the world below is Freder's father, John Fredersen, who is the founder and master of Metropolis. Freder learns that the woman is called Maria, who espouses the need to join the ""hands"" - the workers - to the ""head"" - those in power above - by a mediator who will act as the ""heart"". Freder wants to help the plight of the workers in their struggle for a better life. But when John learns of what Maria is advocating and that Freder has joined their cause, with the assistance of an old colleague. an inventor called ...","['https://imdb-api.com/images/original/MV5BMjg4NTEwNDAzMF5BMl5BanBnXkFtZTgwOTczMjYzMzE@._V1_Ratio1.3200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjQxNTgyNTU5Nl5BMl5BanBnXkFtZTgwMTczMjYzMzE@._V1_Ratio1.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODUwNTM5MTAwMl5BMl5BanBnXkFtZTgwMjYzMjYzMzE@._V1_Ratio1.3600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU2ODA5MTk1NF5BMl5BanBnXkFtZTgwOTAzMjYzMzE@._V1_Ratio1.3400_AL_.jpg']"
Real Steel,tt0433035,"In the near future when people become uninterested in boxing and similar sports, a new sport is created - Robot boxing wherein robots battle each other while being controlled by someone. Charlie Kenton, a former boxer who's trying to make it in the new sport, not only doesn't do well, he is very deeply in the red. When he learns that his ex, mother of his son Max, dies, he goes to figure out what to do with him. His ex's sister wants to take him in but Charlie has first say in the matter. Charlie asks her husband for money so he can buy a new Robot in exchange for turning Max over to them. He takes Max for the summer. And Max improves his control of his robot. But when the robot is destroyed, they go to a scrap yard to get parts. Max finds an old generation robot named Atom and restores him. Max wants Atom to fight but Charlie tells him he won't last a round. However, Atom wins. And it isn't long before Atom is getting major bouts. Max gets Charlie to teach Atom how to fight, and the ...","['https://imdb-api.com/images/original/MV5BMTQzNTAxNjE0NF5BMl5BanBnXkFtZTcwMTcyNTIyNQ@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjAxMDIyOTk1OF5BMl5BanBnXkFtZTcwMzcyNTIyNQ@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM3NjY0MDM3Ml5BMl5BanBnXkFtZTcwNDcyNTIyNQ@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTYzMTY3NDQ3Nl5BMl5BanBnXkFtZTcwNTcyNTIyNQ@@._V1_Ratio1.7800_AL_.jpg']"
S1m0ne,tt0258153,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star--the first totally believable synthetic actress. The ""actress"" becomes an overnight sensation, with a major singing career as well, and everyone thinks she's a real person. However, as Simone's fame skyrockets, he cannot bear to admit his fraud to himself or the world.","['https://imdb-api.com/images/original/MV5BNzY4OTgzMTQzNl5BMl5BanBnXkFtZTcwNTM0NzU0NA@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk5MTAzOTQyNV5BMl5BanBnXkFtZTcwNjM0NzU0NA@@._V1_Ratio1.5400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjY5OTUzMTkwMV5BMl5BanBnXkFtZTcwNzM0NzU0NA@@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg1ODQ3MTMyN15BMl5BanBnXkFtZTcwOTM0NzU0NA@@._V1_Ratio1.4800_AL_.jpg']"
"I, Robot",tt0343818,"In 2035, techno-phobic homicide detective Del Spooner of the Chicago PD heads the investigation of the apparent suicide of leading robotics scientist, Dr. Alfred Lanning. Unconvinced of the motive, Spooner's investigation into Lanning's death reveals a trail of secrets and agendas within the USR (United States Robotics) corporation and suspicions of murder. Little does he know that his investigation would lead to uncovering a larger threat to humanity.","['https://imdb-api.com/images/original/MV5BMjM4Mjc2MzU3MF5BMl5BanBnXkFtZTgwNjYwMDIwMjE@._V1_Ratio1.8000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk1MTY4ODcyNF5BMl5BanBnXkFtZTgwNTYwMDIwMjE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjMxNTUyNTAyOV5BMl5BanBnXkFtZTgwNzYwMDIwMjE@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ2MzUxMDQ2N15BMl5BanBnXkFtZTgwODYwMDIwMjE@._V1_Ratio1.7600_AL_.jpg']"
Big Hero 6,tt2245084,"When a devastating event befalls the city of San Fransokyo and catapults Hiro into the midst of danger, he turns to Baymax and his close friends adrenaline junkie Go Go Tomago, neatnik Wasabi, chemistry whiz Honey Lemon and fanboy Fred. Determined to uncover the mystery, Hiro transforms his friends into a band of high-tech heroes called ""Big Hero 6.""","['https://imdb-api.com/images/original/MV5BMjMxOTcwNzAxOF5BMl5BanBnXkFtZTgwNTIzNzUxMzE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ2OTQ3MjM2NV5BMl5BanBnXkFtZTgwMzIzNzUxMzE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNTA0MTAzMjM5NV5BMl5BanBnXkFtZTgwNDIzNzUxMzE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ1NjMwNzQ1Nl5BMl5BanBnXkFtZTgwMTExNjI5MjE@._V1_Ratio1.5000_AL_.jpg']"
Astro Boy,tt0375568,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.","['https://imdb-api.com/images/original/MV5BODU5MDM5NjUxNV5BMl5BanBnXkFtZTcwMzcxNDE5Mg@@._V1_Ratio2.3400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjMwOTE5MDc5MV5BMl5BanBnXkFtZTcwNDcxNDE5Mg@@._V1_Ratio2.3400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjAyMzI0ODM3MF5BMl5BanBnXkFtZTcwMDUxNDE5Mg@@._V1_Ratio2.3400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjUwOTI1NDA4NV5BMl5BanBnXkFtZTcwMTUxNDE5Mg@@._V1_Ratio2.3400_AL_.jpg']"
WALL·E,tt0910970,"In a distant, but not so unrealistic, future where mankind has abandoned earth because it has become covered with trash from products sold by the powerful multi-national Buy N Large corporation, WALL-E, a garbage collecting robot has been left to clean up the mess. Mesmerized with trinkets of Earth's history and show tunes, WALL-E is alone on Earth except for a sprightly pet cockroach. One day, EVE, a sleek (and dangerous) reconnaissance robot, is sent to Earth to find proof that life is once again sustainable. WALL-E falls in love with EVE. WALL-E rescues EVE from a dust storm and shows her a living plant he found amongst the rubble. Consistent with her ""directive"", EVE takes the plant and automatically enters a deactivated state except for a blinking green beacon. WALL-E, doesn't understand what has happened to his new friend, but, true to his love, he protects her from wind, rain, and lightning, even as she is unresponsive. One day a massive ship comes to reclaim EVE, but WALL-E, ...","['https://imdb-api.com/images/original/MV5BMTMyOTk0NDMwMF5BMl5BanBnXkFtZTcwMzgwMzMzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNDExNzM3Mzc2MV5BMl5BanBnXkFtZTcwMDIwMzMzMw@@._V1_Ratio2.1400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE4MTcwMTM1Nl5BMl5BanBnXkFtZTcwMTIwMzMzMw@@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTI5NzY4NDQ3OV5BMl5BanBnXkFtZTcwNDIwMzMzMw@@._V1_Ratio2.4000_AL_.jpg']"
Pacific Rim,tt1663662,"When monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes - a washed up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi) - who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.","['https://imdb-api.com/images/original/MV5BNzU3Njg1OTY1M15BMl5BanBnXkFtZTcwNDI2NTQ3OQ@@._V1_Ratio1.5800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIyNzMwNDQzN15BMl5BanBnXkFtZTcwNjI2NTQ3OQ@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgyMjMxNTc4M15BMl5BanBnXkFtZTcwNzk1NTQ3OQ@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg2NzAyNDE1Nl5BMl5BanBnXkFtZTcwNTk1NTQ3OQ@@._V1_Ratio1.5000_AL_.jpg']"
